filename,is_valid,error,file_format,file_size_bytes,width,height,aspect_ratio,megapixels,num_channels,color_mode,color_type,is_grayscale,sha256,dhash,focus_var_laplacian,focus_laplacian_energy,focus_tenengrad,focus_sobel_mean,brightness_mean,brightness_median,brightness_p5,brightness_p10,brightness_p25,brightness_p75,brightness_p90,brightness_p95,brightness_dark_pct,brightness_severe_dark_pct,brightness_bright_pct,brightness_severe_bright_pct,contrast_grayscale_std,contrast_rms,contrast_spread_p95_p5,contrast_iqr,contrast_michelson,noise_residual_std,noise_residual_mad,noise_local_var_mean,noise_local_var_median,fov_retinal_area,fov_image_area,fov_coverage,fov_radius_est,fov_circularity,fov_aspect_ratio,fov_border_clipped,illum_center_mean,illum_edge_mean,illum_center_edge_ratio,illum_center_edge_diff,illum_map_std,illum_map_cov,artifact_sat_pixel_pct,artifact_glare_blob_count,artifact_glare_max_area,artifact_glare_total_area_pct,artifact_unwanted_bg_pct
aptos_002c21358ce6.png,True,,PNG,975218,1050,1050,1.0,1.103,3,BGR,RGB-TrueColor,False,c18a236541ae3d3ddbf8cf3eae991b4ff28446c5313b3dc2afa2506fa4cb60c1,0000001111000000000011111111000000011111111111000011111111111100011111111111111001111111111111100111111111111110011111111111111001111111111111100111111111111110011111111111111001111111111111000011111111111100000111111111100000001111111100000000000110000000,49.043033599853516,49.04317092895508,705.8486328125,16.691505432128906,105.09440378584843,106.0,79.0,86.0,95.0,118.0,130.0,136.0,2.94395295395158,2.6167353536888225,0.0,0.0,24.94289472149177,24.94289472149177,57.0,23.0,0.2651162667387783,1.9574592113494873,1.1108566522598267,26.464229583740234,6.3251953125,895123,1102500,0.811902947845805,533.785069340173,0.9913760303634369,1.0,True,121.54704899777283,99.62782331511839,1.2200109643389005,21.919225682654442,18.003284454345703,0.21171408378732576,0.0,0,0,0.0,18.809705215419502
aptos_00cc2b75cddd.png,True,,PNG,901092,1050,1050,1.0,1.103,3,BGR,RGB-TrueColor,False,7124085934ea3f9e2be733cface038431cedb93255f251a7d956f003912ab4b3,0000001111000000000011111111000000011111111111000011111111111100011111111111111001111111111111100111111111111110111111111111111111111111110011100111111111111110011111111111111001111111111111100011111111111100000111111111100000001111111100000000001110000000,46.52927780151367,46.5292854309082,674.466064453125,15.625927925109863,93.76526648594827,95.0,71.0,80.0,87.0,103.0,113.0,120.0,3.933221866998487,3.556387562478796,0.0,0.0,24.2245114140665,24.2245114140665,49.0,16.0,0.2565444891861524,1.8848981857299805,1.0233161449432373,26.946657180786133,5.0517578125,904907,1102500,0.8207773242630385,536.6943675658572,0.9901189177345286,1.0,True,107.51500688389169,90.64966430856576,1.1860495661343182,16.865342575325926,16.67974853515625,0.2232542147862747,0.0,0,0,0.0,17.92226757369615
aptos_005b95c28852.png,True,,PNG,1819430,2048,1536,1.3333,3.146,3,BGR,RGB-TrueColor,False,4af20410946f8730d1a9c13361a0b4604c5934c325890b6ddd85b39627c6a0e8,0000000000000000000000111100000000000111111000000000111111110000000111111111000000011111111110000001111111111000000111111111100000011111111110000001111111111000000111111111100000011111111110000000111111110000000001111110000000000011110000000000000000000000,56.4854621887207,56.4854621887207,311.4571228027344,15.414318084716797,47.333898018970245,45.0,28.0,32.0,38.0,54.0,65.0,70.0,1.5621344718317347,0.8881669892175836,0.0,0.0,17.007855639029877,17.007855639029877,42.0,16.0,0.42857138483965457,1.96701979637146,1.4568156003952026,8.196649551391602,7.106201171875,1504672,3145728,0.4783223470052083,692.06356143344,0.9968817250777988,1.0,False,52.687250577609746,41.63809818481848,1.2653612970058004,11.049152392791264,12.976397514343262,0.36586564802422844,0.0,0,0,0.0,52.16776529947917
aptos_00f6c1be5a33.png,True,,PNG,941750,1050,1050,1.0,1.103,3,BGR,RGB-TrueColor,False,be0944adbd2df77eb34fd23e59ee896c2768b048b44492292b2e4b612bfacc44,0000001111000000000011111111000000011111111111000011111111111100011111111111111001111111111111100111111111111110011111111111111101111111111100110111111111111110011111111111111001111111111111100011111111111100000111111111100000001111111100000000000110000000,51.54324722290039,51.54346466064453,620.5065307617188,16.083398818969727,94.2154091278307,94.0,74.0,80.0,87.0,104.0,115.0,122.0,2.9723915701903936,2.6732556167489356,0.0,0.0,21.81643869930496,21.81643869930496,48.0,17.0,0.24489794668888026,1.9764169454574585,1.1388646364212036,22.51394271850586,6.013671875,896248,1102500,0.8129233560090703,534.1203973566728,0.9896036166454946,1.0,True,115.55952160207677,89.62543783832962,1.2893606044851034,25.934083763747154,15.038780212402344,0.19782833738783795,0.0,0,0,0.0,18.70766439909297
aptos_0024cdab0c1e.png,True,,PNG,1882172,2416,1736,1.3917,4.194,3,BGR,RGB-TrueColor,False,ef0bda2c21f3dbe839b4e5168fa7e52afe61e6923a56fd625bba0ddc1665d1d8,0000111111111100000111111111110000111111111111000011111111111110001111111111111001111111111111100110111111111111011011111111111101100111111111110110011111111111000001111111111000000111111111100000001111111110000000111111110000000011111111000000111111111000,10.324584007263184,10.324586868286133,125.55504608154297,8.96655559539795,79.3567681610197,79.0,62.0,65.0,70.0,88.0,93.0,100.0,0.6940573243625128,0.6146202835501332,0.0,0.0,13.53448910107543,13.53448910107543,38.0,18.0,0.2345678867550687,0.9366024136543274,0.5784558653831482,3.7322826385498047,2.4892578125,3515992,4194176,0.8383033997619557,1057.91068306503,0.927499859274614,1.3018433179723503,True,82.39274546591619,78.30833744449926,1.052157888075875,4.084408021416934,9.807947158813477,0.1679178226664246,0.0,0,0,0.0,16.169660023804433
aptos_00cb6555d108.png,True,,PNG,2021665,2416,1736,1.3917,4.194,3,BGR,RGB-TrueColor,False,9c65ab7f50a548906ead65e9fd41f497c6cebd61f557255b1627c16df49f79a5,0001111111111000001111111111110000111111111111000011111111111110011111111111111001111111111111100111111111111110011111111111111001111111111111100111111111111110011111111111101001111111111110100011111111000000001101111000000000010000000000000000000000000000,9.914464950561523,9.914469718933105,123.75812530517578,9.048149108886719,77.5716189320816,78.0,58.0,62.0,69.0,86.0,91.0,95.0,0.699632248231591,0.6174011564084825,0.0,0.0,14.182346674510391,14.182346674510391,37.0,17.0,0.24183004955359153,0.9166133403778076,0.5630859732627869,3.8078713417053223,2.55712890625,3518134,4194176,0.838814107943968,1058.2328822708753,0.9274969777225506,1.3018433179723503,True,82.943125,74.13919052319842,1.1187485758501914,8.803934476801572,10.555708885192871,0.1864599880208544,0.0,0,0,0.0,16.118589205603197
aptos_00b74780d31d.png,True,,PNG,5064447,2588,1958,1.3218,5.067,3,BGR,RGB-TrueColor,False,118e5fbcd5bb9debc239936df754b1fbe5a6eb1de9c5e6d1554f8feef1fc1ad8,0001111111111000001111111111110000011111111111100001111111111110000111111111111000011111111111110001111111111111000111111111111100010001101111110000000111111111000000000011111100000000011111100000000000001110000000000000111000000000000000000000000000000000,13.436934471130371,13.436936378479004,46.11931228637695,5.6617536544799805,53.05804856648838,53.0,21.0,23.0,37.0,70.0,81.0,86.0,1.6306882468717574,0.7472149976616423,0.0,0.0,20.51252495946767,20.51252495946767,65.0,33.0,0.6074765787405066,0.8369321227073669,0.5673058032989502,1.579942226409912,1.1181640625,4625041,5067304,0.9127222286249256,1213.3409555048265,0.9184074564583798,1.3217568947906027,True,52.37164667393675,54.75903917499843,0.9564016808722876,2.387392501061676,19.929527282714844,0.37485055516500365,0.0,0,0,0.0,8.727777137507442
aptos_0125fbd2e791.png,True,,PNG,902442,1050,1050,1.0,1.103,3,BGR,RGB-TrueColor,False,794e17c9a57650e2ad322774f065323c9fad45fbfc3f459eafea5b86d885e598,0000001111000000000011111111000000011111111111000011111111111100011111111111111001111111111111100111111111111110111111111111111111111111111111110111111111111110011111111111111001111111111111100011111111111100000111111111100000001111111100000000000000000000,50.512516021728516,50.512638092041016,646.8722534179688,15.937667846679688,99.3629872416683,101.0,75.0,84.0,92.0,110.0,117.0,122.0,3.1096761826643604,2.838862538114513,0.0,0.0,23.488495286969876,23.488495286969876,47.0,18.0,0.2385786680924534,1.9642971754074097,1.0938067436218262,23.91876220703125,5.6669921875,897296,1102500,0.8138739229024944,534.43258474121,0.9871391597148754,1.0,True,109.90167732369567,95.32659090909091,1.1528962144418053,14.575086414604755,16.359880447387695,0.20460189551071264,0.0,0,0,0.0,18.612607709750563
aptos_00e4ddff966a.png,True,,PNG,2235611,2416,1736,1.3917,4.194,3,BGR,RGB-TrueColor,False,c50cac0cf3ea872451150ed0cf4b56640acb9c1d69f7f3e96c11526a67b662dd,0001111111111100000111111111110000111111111111000011111111111110001111111111111001111111111111100111111111111110011111111111111001111111111111100111111111111110011111111111111001111111111111100011111111111110001111111111110000011111111000000001111111000000,8.530426025390625,8.530463218688965,160.2467041015625,9.305235862731934,127.7377002148578,127.0,108.0,113.0,120.0,136.0,147.0,153.0,0.7160979733376358,0.628552794685252,0.0,0.0,17.588127787215164,17.588127787215164,45.0,16.0,0.1724137864975561,0.8595250844955444,0.5066987872123718,6.537200927734375,2.673828125,3520468,4194176,0.8393705938901944,1058.5838504311678,0.9266681952364942,1.3047235023041475,True,140.41399125546533,119.64742776603242,1.1735645482859516,20.76656348943291,16.272014617919922,0.14761803558134584,0.0,0,0,0.0,16.062940610980558
aptos_014508ccb9cb.png,True,,PNG,371967,819,614,1.3339,0.503,3,BGR,RGB-TrueColor,False,b21c642712dd5dc930cbd9821f37c6194a04e4597cc124f52ad6dc995281c125,0001111111111000001111111111100000111111111111000011111111111100001111111111110000001111111111000001110111111100000111101111110000011100110011000011000111000000001100011110000000000111111110000000111111111000000001111111000000000001000000000000000000000000,14.548307418823242,14.548431396484375,279.98577880859375,11.185132026672363,57.60786132328142,52.0,24.0,31.0,41.0,66.0,94.0,117.0,2.6678900902688225,0.6666005356611447,0.0,0.0,26.859086847363077,26.859086847363077,93.0,25.0,0.6595744213067786,1.0819600820541382,0.6360458135604858,11.520691871643066,3.04296875,403240,502866,0.8018836031865347,358.26704914735285,0.9575099562910062,1.239413680781759,True,55.351872729550294,60.143926733070394,0.9203234064177052,4.7920540035201,25.497093200683594,0.5333387648254626,0.0,0,0,0.0,19.811639681346527
aptos_0097f532ac9f.png,True,,PNG,5223375,2588,1958,1.3218,5.067,3,BGR,RGB-TrueColor,False,0ce92059990bb2aa444f45d73f074df40347c028ba284760807b727ab7bc8cf9,0001111111111000001111111111100000011111111110000001111111111000000111111111100000001111111111000000111111111100000011111111111000001111111111100000111101111110000001111111110000000011111111000000001111111000000000111100000000000001100000000000000000000000,13.151530265808105,13.151532173156738,59.884578704833984,6.44755744934082,53.1504075712642,52.0,37.0,39.0,44.0,61.0,71.0,76.0,0.9495627184382106,0.0001080374457787069,0.0,0.0,12.616935953031172,12.616935953031172,39.0,17.0,0.3451327128201139,0.8295871019363403,0.5649783611297607,2.294494152069092,1.3226318359375,4628025,5067304,0.9133111019192849,1213.732306155578,0.9180867435348696,1.3217568947906027,True,60.6541394335512,50.25465057817999,1.2069356102643054,10.39948885537121,9.91257095336914,0.20068555172837801,0.0,0,0,0.0,8.668889808071512
aptos_001639a390f0.png,True,,PNG,2261129,3216,2136,1.5056,6.869,3,BGR,RGB-TrueColor,False,9e4a10bcf0569bd7640ff3107601cb00c1147c44de5d3e0c469d9d38f1fdc1c5,0000111111111000000111111111110000011111111111000001111111111100001111111111111000111111111111100011111111111110001111111111111000111111111111100011111111111110001111111111111000011111111111100001111111111100000111111111110000001111111110000000111111111000,4.394619941711426,4.3946332931518555,58.22608947753906,5.659007549285889,98.81798044724283,99.0,87.0,90.0,94.0,104.0,109.0,112.0,0.7780191196203429,0.6660544121358896,0.0,0.0,12.00727389421645,12.00727389421645,25.0,10.0,0.12562813439054601,0.6034359931945801,0.3062725067138672,2.1153926849365234,1.1240234375,5162341,6869376,0.7515007185514375,1281.8830586882393,0.9319449043475597,1.2705992509363295,True,101.78918755662941,96.50146088989064,1.0547941561716931,5.287726666738777,10.139886856079102,0.1382840943826596,0.0,0,0,0.0,24.84992814485625
